KEGG	Genes
ko04664	Mhon_019512
ko04666	Mhon_019512
ko04668	Mhon_019512
ko04670	Mhon_019512
ko04722	Mhon_019512
ko04725	Mhon_019512
ko04750	Mhon_019512
ko04810	Mhon_019512
ko04910	Mhon_019512
ko04914	Mhon_019512
ko04915	Mhon_019512
ko04917	Mhon_019512
ko04919	Mhon_019512
ko04923	Mhon_019512
ko04926	Mhon_019512
ko04930	Mhon_019512
ko04931	Mhon_019512
ko04932	Mhon_019512
ko04933	Mhon_019512
ko04960	Mhon_019512
ko04973	Mhon_019512
ko05100	Mhon_019512
ko05142	Mhon_019512
ko05146	Mhon_019512
ko05160	Mhon_019512
ko05161	Mhon_019512
ko05162	Mhon_019512
ko05164	Mhon_019512
ko05165	Mhon_019512
ko05166	Mhon_019512
ko05167	Mhon_019512
ko05169	Mhon_019512
ko05200	Mhon_019512
ko05203	Mhon_019512
ko05205	Mhon_019512
ko05210	Mhon_019512
ko05211	Mhon_019512
ko05212	Mhon_019512
ko05213	Mhon_019512
ko05214	Mhon_019512
ko05215	Mhon_019512
ko05218	Mhon_019512
ko05220	Mhon_019512
ko05221	Mhon_019512
ko05222	Mhon_019512
ko05223	Mhon_019512
ko05224	Mhon_019512
ko05225	Mhon_019512
ko05226	Mhon_019512
ko05230	Mhon_019512
ko05231	Mhon_019512
ko05418	Mhon_019512
ko04066	Mhon_019538
ko04068	Mhon_019538
ko04152	Mhon_019538
ko04910	Mhon_019538
ko04911	Mhon_019538
ko04919	Mhon_019538
ko04920	Mhon_019538
ko04922	Mhon_019538
ko04930	Mhon_019538
ko04931	Mhon_019538
ko04973	Mhon_019538
ko04976	Mhon_019538
ko05166	Mhon_019538
ko05200	Mhon_019538
ko05211	Mhon_019538
ko05230	Mhon_019538
ko04136	Mhon_019540
ko04138	Mhon_019540
ko04140	Mhon_019540
ko04371	Mhon_019540
ko04024	Mhon_019551
ko04080	Mhon_019551
ko04971	Mhon_019551
ko00040	Mhon_019554
ko00531	Mhon_019554
ko00860	Mhon_019554
ko00944	Mhon_019554
ko00983	Mhon_019554
ko01100	Mhon_019554
ko01110	Mhon_019554
ko04142	Mhon_019554
ko01120	Mhon_019568
ko04062	Mhon_019574
ko04370	Mhon_019574
ko04510	Mhon_019574
ko04670	Mhon_019574
ko04810	Mhon_019574
ko05100	Mhon_019574
ko05165	Mhon_019574
ko05203	Mhon_019574
ko05205	Mhon_019574
ko02010	Mhon_019576
ko04911	Mhon_019576
ko04930	Mhon_019576
ko04064	Mhon_019594
ko04214	Mhon_019594
ko04217	Mhon_019594
ko04621	Mhon_019594
ko04657	Mhon_019594
ko04668	Mhon_019594
ko05168	Mhon_019594
ko05169	Mhon_019594
ko05200	Mhon_019594
ko05203	Mhon_019594
ko05222	Mhon_019594
ko00330	Mhon_019608
ko01100	Mhon_019608
ko01110	Mhon_019608
ko01130	Mhon_019608
ko00061	Mhon_019611
ko00780	Mhon_019611
ko01100	Mhon_019611
ko01212	Mhon_019611
ko00061	Mhon_019613
ko00780	Mhon_019613
ko01100	Mhon_019613
ko01212	Mhon_019613
ko00061	Mhon_019614
ko00780	Mhon_019614
ko01100	Mhon_019614
ko01212	Mhon_019614
ko00061	Mhon_019618
ko00780	Mhon_019618
ko01100	Mhon_019618
ko01212	Mhon_019618
ko00220	Mhon_019623
ko00250	Mhon_019623
ko01100	Mhon_019623
ko01110	Mhon_019623
ko01130	Mhon_019623
ko01230	Mhon_019623
ko04150	Mhon_019626
ko04310	Mhon_019626
ko04330	Mhon_019626
ko04390	Mhon_019626
ko04550	Mhon_019626
ko04916	Mhon_019626
ko04934	Mhon_019626
ko05165	Mhon_019626
ko05166	Mhon_019626
ko05200	Mhon_019626
ko05217	Mhon_019626
ko05224	Mhon_019626
ko05225	Mhon_019626
ko05226	Mhon_019626
ko04141	Mhon_019630
ko04714	Mhon_019634
ko05225	Mhon_019634
ko00230	Mhon_019636
ko00240	Mhon_019636
ko00280	Mhon_019637
ko01100	Mhon_019637
ko00140	Mhon_019638
ko00380	Mhon_019638
ko00830	Mhon_019638
ko00980	Mhon_019638
ko01100	Mhon_019638
ko04913	Mhon_019638
ko05204	Mhon_019638
ko05206	Mhon_019638
ko00450	Mhon_019641
ko05200	Mhon_019641
ko05225	Mhon_019641
ko00240	Mhon_019648
ko01100	Mhon_019648
ko00230	Mhon_019650
ko00240	Mhon_019650
ko00760	Mhon_019650
ko01100	Mhon_019650
ko01110	Mhon_019650
ko00230	Mhon_019651
ko00240	Mhon_019651
ko00760	Mhon_019651
ko01100	Mhon_019651
ko01110	Mhon_019651
ko05225	Mhon_019653
ko00051	Mhon_019660
ko00520	Mhon_019660
ko01100	Mhon_019660
ko04013	Mhon_019665
ko04217	Mhon_019665
ko04380	Mhon_019665
ko04622	Mhon_019665
ko04217	Mhon_019669
ko04621	Mhon_019669
ko04015	Mhon_019670
ko04141	Mhon_019672
ko03320	Mhon_019686
ko04923	Mhon_019686
ko05206	Mhon_019694
ko04142	Mhon_019696
ko04360	Mhon_019697
ko05100	Mhon_019697
ko01522	Mhon_019705
ko04110	Mhon_019705
ko04218	Mhon_019705
ko04350	Mhon_019705
ko04934	Mhon_019705
ko05161	Mhon_019705
ko05166	Mhon_019705
ko05167	Mhon_019705
ko05200	Mhon_019705
ko05206	Mhon_019705
ko05212	Mhon_019705
ko05214	Mhon_019705
ko05215	Mhon_019705
ko05218	Mhon_019705
ko05219	Mhon_019705
ko05220	Mhon_019705
ko05222	Mhon_019705
ko05223	Mhon_019705
ko05224	Mhon_019705
ko05225	Mhon_019705
ko05226	Mhon_019705
ko00511	Mhon_019706
ko00513	Mhon_019706
ko00520	Mhon_019706
ko00531	Mhon_019706
ko00603	Mhon_019706
ko00604	Mhon_019706
ko01100	Mhon_019706
ko04142	Mhon_019706
ko00563	Mhon_019707
ko01100	Mhon_019707
ko04550	Mhon_019708
ko00730	Mhon_019710
ko01100	Mhon_019710
ko04122	Mhon_019710
ko03013	Mhon_019718
ko01521	Mhon_019722
ko01522	Mhon_019722
ko04012	Mhon_019722
ko04066	Mhon_019722
ko04072	Mhon_019722
ko04136	Mhon_019722
ko04138	Mhon_019722
ko04139	Mhon_019722
ko04140	Mhon_019722
ko04150	Mhon_019722
ko04151	Mhon_019722
ko04152	Mhon_019722
ko04211	Mhon_019722
ko04212	Mhon_019722
ko04213	Mhon_019722
ko04218	Mhon_019722
ko04371	Mhon_019722
ko04630	Mhon_019722
ko04659	Mhon_019722
ko04714	Mhon_019722
ko04910	Mhon_019722
ko04919	Mhon_019722
ko04920	Mhon_019722
ko04930	Mhon_019722
ko04931	Mhon_019722
ko05165	Mhon_019722
ko05167	Mhon_019722
ko05200	Mhon_019722
ko05205	Mhon_019722
ko05206	Mhon_019722
ko05210	Mhon_019722
ko05212	Mhon_019722
ko05214	Mhon_019722
ko05215	Mhon_019722
ko05221	Mhon_019722
ko05224	Mhon_019722
ko05225	Mhon_019722
ko05226	Mhon_019722
ko05230	Mhon_019722
ko05231	Mhon_019722
ko04144	Mhon_019730
ko04217	Mhon_019730
ko03040	Mhon_019734
ko04621	Mhon_019752
ko00532	Mhon_019762
ko00534	Mhon_019762
ko01100	Mhon_019762
ko04120	Mhon_019763
ko04141	Mhon_019763
ko05012	Mhon_019763
ko04142	Mhon_019767
ko04210	Mhon_019767
ko04080	Mhon_019794
ko03460	Mhon_019796
ko04330	Mhon_019796
ko04950	Mhon_019796
ko05165	Mhon_019796
ko05200	Mhon_019796
ko05224	Mhon_019796
ko03460	Mhon_019797
ko04330	Mhon_019797
ko04950	Mhon_019797
ko05165	Mhon_019797
ko05200	Mhon_019797
ko05224	Mhon_019797
ko04024	Mhon_019798
ko04080	Mhon_019798
ko04971	Mhon_019798
ko00563	Mhon_019804
ko01100	Mhon_019804
ko04110	Mhon_019804
ko04114	Mhon_019804
ko04115	Mhon_019804
ko04151	Mhon_019804
ko04218	Mhon_019804
ko04391	Mhon_019804
ko04934	Mhon_019804
ko05161	Mhon_019804
ko05162	Mhon_019804
ko05165	Mhon_019804
ko05200	Mhon_019804
ko05203	Mhon_019804
ko05206	Mhon_019804
ko05215	Mhon_019804
ko05222	Mhon_019804
ko05226	Mhon_019804
ko04145	Mhon_019805
ko04380	Mhon_019805
ko04621	Mhon_019805
ko04670	Mhon_019805
ko05140	Mhon_019805
ko05418	Mhon_019805
ko04974	Mhon_019807
ko04150	Mhon_019808
ko04974	Mhon_019808
ko05230	Mhon_019808
ko04150	Mhon_019809
ko04974	Mhon_019809
ko05230	Mhon_019809
ko04020	Mhon_019811
ko04080	Mhon_019811
ko04971	Mhon_019811
ko04020	Mhon_019812
ko04080	Mhon_019812
ko04971	Mhon_019812
ko04130	Mhon_019813
ko04140	Mhon_019813
ko00190	Mhon_019814
ko01100	Mhon_019814
ko04714	Mhon_019814
ko04723	Mhon_019814
ko04932	Mhon_019814
ko05010	Mhon_019814
ko05012	Mhon_019814
ko05016	Mhon_019814
ko04138	Mhon_019817
ko04062	Mhon_019820
ko04144	Mhon_019820
ko04340	Mhon_019820
ko04724	Mhon_019820
ko04740	Mhon_019820
ko04745	Mhon_019820
ko05032	Mhon_019820
ko00240	Mhon_019824
ko00250	Mhon_019824
ko01100	Mhon_019824
ko03460	Mhon_019825
ko04330	Mhon_019825
ko04950	Mhon_019825
ko05165	Mhon_019825
ko05200	Mhon_019825
ko05224	Mhon_019825
ko03460	Mhon_019828
ko04330	Mhon_019828
ko04950	Mhon_019828
ko05165	Mhon_019828
ko05200	Mhon_019828
ko05224	Mhon_019828
ko03460	Mhon_019831
ko04330	Mhon_019831
ko04950	Mhon_019831
ko05165	Mhon_019831
ko05200	Mhon_019831
ko05224	Mhon_019831
ko00500	Mhon_019833
ko01100	Mhon_019833
ko00500	Mhon_019834
ko01100	Mhon_019834
ko00730	Mhon_019837
ko00790	Mhon_019837
ko01100	Mhon_019837
ko02020	Mhon_019837
ko04714	Mhon_019840
ko00512	Mhon_019865
ko00601	Mhon_019865
ko01100	Mhon_019865
ko01524	Mhon_019870
ko04115	Mhon_019870
ko04151	Mhon_019870
ko04210	Mhon_019870
ko04214	Mhon_019870
ko04215	Mhon_019870
ko04217	Mhon_019870
ko04370	Mhon_019870
ko04620	Mhon_019870
ko04621	Mhon_019870
ko04622	Mhon_019870
ko04624	Mhon_019870
ko04657	Mhon_019870
ko04668	Mhon_019870
ko04919	Mhon_019870
ko04932	Mhon_019870
ko05010	Mhon_019870
ko05012	Mhon_019870
ko05014	Mhon_019870
ko05016	Mhon_019870
ko05134	Mhon_019870
ko05142	Mhon_019870
ko05145	Mhon_019870
ko05152	Mhon_019870
ko05161	Mhon_019870
ko05164	Mhon_019870
ko05165	Mhon_019870
ko05167	Mhon_019870
ko05168	Mhon_019870
ko05200	Mhon_019870
ko05203	Mhon_019870
ko05210	Mhon_019870
ko05212	Mhon_019870
ko05213	Mhon_019870
ko05215	Mhon_019870
ko05222	Mhon_019870
ko05223	Mhon_019870
ko05416	Mhon_019870
ko04972	Mhon_019871
ko04974	Mhon_019871
ko00350	Mhon_019874
ko00360	Mhon_019874
ko00380	Mhon_019874
ko00901	Mhon_019874
ko00950	Mhon_019874
ko00965	Mhon_019874
ko01100	Mhon_019874
ko01110	Mhon_019874
ko04726	Mhon_019874
ko04728	Mhon_019874
ko05030	Mhon_019874
ko05031	Mhon_019874
ko05034	Mhon_019874
ko03010	Mhon_019877
ko04144	Mhon_019878
ko04721	Mhon_019878
ko04961	Mhon_019878
ko05016	Mhon_019878
ko04010	Mhon_019880
ko04714	Mhon_019880
ko05200	Mhon_019880
ko05220	Mhon_019880
ko00260	Mhon_019883
ko00270	Mhon_019883
ko00290	Mhon_019883
ko01100	Mhon_019883
ko01110	Mhon_019883
ko01130	Mhon_019883
ko01200	Mhon_019883
ko01230	Mhon_019883
ko04141	Mhon_019911
ko04932	Mhon_019911
ko05166	Mhon_019911
ko04919	Mhon_019920
ko01522	Mhon_019923
ko04015	Mhon_019923
ko04020	Mhon_019923
ko04024	Mhon_019923
ko04072	Mhon_019923
ko04261	Mhon_019923
ko04270	Mhon_019923
ko04540	Mhon_019923
ko04611	Mhon_019923
ko04713	Mhon_019923
ko04714	Mhon_019923
ko04724	Mhon_019923
ko04726	Mhon_019923
ko04728	Mhon_019923
ko04730	Mhon_019923
ko04750	Mhon_019923
ko04911	Mhon_019923
ko04912	Mhon_019923
ko04913	Mhon_019923
ko04915	Mhon_019923
ko04916	Mhon_019923
ko04918	Mhon_019923
ko04921	Mhon_019923
ko04922	Mhon_019923
ko04923	Mhon_019923
ko04924	Mhon_019923
ko04925	Mhon_019923
ko04926	Mhon_019923
ko04927	Mhon_019923
ko04934	Mhon_019923
ko04961	Mhon_019923
ko04962	Mhon_019923
ko04970	Mhon_019923
ko04971	Mhon_019923
ko04972	Mhon_019923
ko04976	Mhon_019923
ko05030	Mhon_019923
ko05031	Mhon_019923
ko05032	Mhon_019923
ko05034	Mhon_019923
ko05110	Mhon_019923
ko05142	Mhon_019923
ko05146	Mhon_019923
ko05165	Mhon_019923
ko05200	Mhon_019923
ko05414	Mhon_019923
ko04974	Mhon_019926
ko04974	Mhon_019927
ko03013	Mhon_019936
ko00563	Mhon_019938
ko01100	Mhon_019938
ko04010	Mhon_019939
ko00250	Mhon_019959
ko00260	Mhon_019959
ko00311	Mhon_019959
ko00330	Mhon_019959
ko00472	Mhon_019959
ko01100	Mhon_019959
ko01130	Mhon_019959
ko04146	Mhon_019959
ko00250	Mhon_019960
ko00260	Mhon_019960
ko00311	Mhon_019960
ko00330	Mhon_019960
ko00472	Mhon_019960
ko01100	Mhon_019960
ko01130	Mhon_019960
ko04146	Mhon_019960
ko03410	Mhon_019961
ko04210	Mhon_019961
ko04212	Mhon_019961
ko04214	Mhon_019961
ko04217	Mhon_019961
ko04974	Mhon_019962
ko04113	Mhon_019976
ko04962	Mhon_019977
ko04976	Mhon_019977
ko04141	Mhon_019979
ko00600	Mhon_019992
ko01100	Mhon_019992
ko03008	Mhon_019993
ko03013	Mhon_019993
ko00220	Mhon_020006
ko00250	Mhon_020006
ko00270	Mhon_020006
ko00330	Mhon_020006
ko00350	Mhon_020006
ko00360	Mhon_020006
ko00400	Mhon_020006
ko00710	Mhon_020006
ko00950	Mhon_020006
ko00960	Mhon_020006
ko01100	Mhon_020006
ko01110	Mhon_020006
ko01120	Mhon_020006
ko01130	Mhon_020006
ko01200	Mhon_020006
ko01210	Mhon_020006
ko01230	Mhon_020006
ko04975	Mhon_020006
ko04024	Mhon_020019
ko04062	Mhon_020019
ko04064	Mhon_020019
ko04210	Mhon_020019
ko04380	Mhon_020019
ko04620	Mhon_020019
ko04621	Mhon_020019
ko04622	Mhon_020019
ko04623	Mhon_020019
ko04624	Mhon_020019
ko04657	Mhon_020019
ko04658	Mhon_020019
ko04659	Mhon_020019
ko04660	Mhon_020019
ko04662	Mhon_020019
ko04668	Mhon_020019
ko04722	Mhon_020019
ko04920	Mhon_020019
ko04926	Mhon_020019
ko04931	Mhon_020019
ko05120	Mhon_020019
ko05131	Mhon_020019
ko05134	Mhon_020019
ko05140	Mhon_020019
ko05142	Mhon_020019
ko05145	Mhon_020019
ko05160	Mhon_020019
ko05161	Mhon_020019
ko05162	Mhon_020019
ko05164	Mhon_020019
ko05166	Mhon_020019
ko05167	Mhon_020019
ko05168	Mhon_020019
ko05169	Mhon_020019
ko05200	Mhon_020019
ko05203	Mhon_020019
ko05215	Mhon_020019
ko05220	Mhon_020019
ko05222	Mhon_020019
ko04141	Mhon_020025
ko04122	Mhon_020027
ko03013	Mhon_020029
ko04150	Mhon_020029
ko04390	Mhon_020031
ko04520	Mhon_020031
ko04726	Mhon_020033
ko04911	Mhon_020033
ko04976	Mhon_020033
ko04726	Mhon_020034
ko04911	Mhon_020034
ko04976	Mhon_020034
ko00071	Mhon_020035
ko04146	Mhon_020035
ko00564	Mhon_020039
ko04624	Mhon_020041
ko00100	Mhon_020044
ko01100	Mhon_020044
ko05206	Mhon_020044
ko00531	Mhon_020047
ko01100	Mhon_020047
ko04962	Mhon_020049
ko04976	Mhon_020049
ko00230	Mhon_020074
ko00910	Mhon_020077
ko00910	Mhon_020078
ko00562	Mhon_020096
ko01100	Mhon_020096
ko04070	Mhon_020096
ko04146	Mhon_020097
ko04146	Mhon_020098
ko04146	Mhon_020099
ko04977	Mhon_020131
ko04977	Mhon_020142
ko03030	Mhon_020144
ko03410	Mhon_020144
ko03450	Mhon_020144
ko04911	Mhon_020149
ko00350	Mhon_020154
ko00950	Mhon_020154
ko00965	Mhon_020154
ko01100	Mhon_020154
ko01110	Mhon_020154
ko04916	Mhon_020154
ko00010	Mhon_020170
ko00030	Mhon_020170
ko00500	Mhon_020170
ko00520	Mhon_020170
ko01100	Mhon_020170
ko01110	Mhon_020170
ko01120	Mhon_020170
ko01130	Mhon_020170
ko01200	Mhon_020170
ko00190	Mhon_020171
ko01100	Mhon_020171
ko02020	Mhon_020171
ko04260	Mhon_020171
ko04714	Mhon_020171
ko04932	Mhon_020171
ko05010	Mhon_020171
ko05012	Mhon_020171
ko05016	Mhon_020171
ko00563	Mhon_020172
ko01100	Mhon_020172
ko03030	Mhon_020173
ko03410	Mhon_020173
ko03420	Mhon_020173
ko03430	Mhon_020173
ko04110	Mhon_020178
ko04114	Mhon_020178
ko04115	Mhon_020178
ko04151	Mhon_020178
ko04218	Mhon_020178
ko04391	Mhon_020178
ko04934	Mhon_020178
ko05161	Mhon_020178
ko05162	Mhon_020178
ko05165	Mhon_020178
ko05200	Mhon_020178
ko05203	Mhon_020178
ko05206	Mhon_020178
ko05215	Mhon_020178
ko05222	Mhon_020178
ko05226	Mhon_020178
ko00500	Mhon_020195
ko01100	Mhon_020195
ko00500	Mhon_020209
ko01100	Mhon_020209
ko00500	Mhon_020211
ko01100	Mhon_020211
ko04614	Mhon_020212
ko04640	Mhon_020212
ko04974	Mhon_020212
ko05010	Mhon_020212
ko04614	Mhon_020213
ko04640	Mhon_020213
ko04974	Mhon_020213
ko05010	Mhon_020213
ko04614	Mhon_020216
ko04640	Mhon_020216
ko04974	Mhon_020216
ko05010	Mhon_020216
ko01522	Mhon_020225
ko02010	Mhon_020225
ko04976	Mhon_020225
ko04979	Mhon_020225
ko05206	Mhon_020225
ko05226	Mhon_020225
ko02010	Mhon_020227
ko04976	Mhon_020227
ko05206	Mhon_020227
ko05226	Mhon_020227
ko02010	Mhon_020229
ko04976	Mhon_020229
ko05206	Mhon_020229
ko05226	Mhon_020229
ko04724	Mhon_020236
ko05014	Mhon_020236
ko04142	Mhon_020273
ko04145	Mhon_020273
ko04913	Mhon_020273
ko04925	Mhon_020273
ko04927	Mhon_020273
ko04934	Mhon_020273
ko04975	Mhon_020273
ko04976	Mhon_020273
ko04977	Mhon_020273
ko04979	Mhon_020273
ko05160	Mhon_020273
ko04142	Mhon_020274
ko04146	Mhon_020298
ko00250	Mhon_020300
ko00260	Mhon_020300
ko00630	Mhon_020300
ko00680	Mhon_020300
ko01100	Mhon_020300
ko01110	Mhon_020300
ko01120	Mhon_020300
ko01130	Mhon_020300
ko01200	Mhon_020300
ko04146	Mhon_020300
ko00561	Mhon_020301
ko01100	Mhon_020301
ko04972	Mhon_020301
ko04975	Mhon_020301
ko04977	Mhon_020301
ko00561	Mhon_020302
ko01100	Mhon_020302
ko04972	Mhon_020302
ko04975	Mhon_020302
ko04146	Mhon_020309
ko04210	Mhon_020311
ko00561	Mhon_020347
ko00830	Mhon_020347
ko01100	Mhon_020347
ko04975	Mhon_020347
ko04120	Mhon_020349
ko00120	Mhon_020359
ko00140	Mhon_020359
ko01100	Mhon_020359
ko04913	Mhon_020359
ko04925	Mhon_020359
ko04927	Mhon_020359
ko04934	Mhon_020359
ko03015	Mhon_020360
ko03440	Mhon_020366
ko03460	Mhon_020366
ko03440	Mhon_020368
ko03460	Mhon_020368
ko04013	Mhon_020370
ko04550	Mhon_020370
ko04013	Mhon_020375
ko04550	Mhon_020375
ko03440	Mhon_020377
ko03460	Mhon_020377
ko04064	Mhon_020391
ko04214	Mhon_020391
ko04217	Mhon_020391
ko04621	Mhon_020391
ko04657	Mhon_020391
ko04668	Mhon_020391
ko05168	Mhon_020391
ko05169	Mhon_020391
ko05200	Mhon_020391
ko05203	Mhon_020391
ko05222	Mhon_020391
ko04064	Mhon_020395
ko04214	Mhon_020395
ko04217	Mhon_020395
ko04621	Mhon_020395
ko04657	Mhon_020395
ko04668	Mhon_020395
ko05168	Mhon_020395
ko05169	Mhon_020395
ko05200	Mhon_020395
ko05203	Mhon_020395
ko05222	Mhon_020395
ko04360	Mhon_020400
ko04974	Mhon_020403
ko03040	Mhon_020413
ko04111	Mhon_020416
ko04668	Mhon_020418
ko04912	Mhon_020418
ko00100	Mhon_020421
ko00140	Mhon_020421
ko01100	Mhon_020421
ko01130	Mhon_020421
ko04913	Mhon_020421
ko04146	Mhon_020451
ko03040	Mhon_020454
ko05322	Mhon_020454
ko04064	Mhon_020498
ko04620	Mhon_020498
ko05132	Mhon_020498
ko05152	Mhon_020498
ko04064	Mhon_020499
ko04620	Mhon_020499
ko05132	Mhon_020499
ko05152	Mhon_020499
ko04064	Mhon_020500
ko04620	Mhon_020500
ko05132	Mhon_020500
ko05152	Mhon_020500
ko03015	Mhon_020508
ko00900	Mhon_020517
ko01100	Mhon_020517
ko01110	Mhon_020517
ko01130	Mhon_020517
ko04014	Mhon_020524
ko04137	Mhon_020524
ko05012	Mhon_020524
ko04711	Mhon_020539
ko04340	Mhon_020540
ko04341	Mhon_020540
ko04360	Mhon_020541
ko04810	Mhon_020541
ko04120	Mhon_020547
ko00190	Mhon_020548
ko01100	Mhon_020548
ko04714	Mhon_020548
ko04723	Mhon_020548
ko04932	Mhon_020548
ko05010	Mhon_020548
ko05012	Mhon_020548
ko05016	Mhon_020548
ko03013	Mhon_020562
ko04216	Mhon_020574
ko04217	Mhon_020574
ko04978	Mhon_020574
ko00564	Mhon_020581
ko00565	Mhon_020581
ko00590	Mhon_020581
ko00591	Mhon_020581
ko00592	Mhon_020581
ko01100	Mhon_020581
ko01110	Mhon_020581
ko04014	Mhon_020581
ko04270	Mhon_020581
ko04972	Mhon_020581
ko04975	Mhon_020581
ko00140	Mhon_020585
ko00590	Mhon_020585
ko00591	Mhon_020585
ko00830	Mhon_020585
ko01100	Mhon_020585
ko04611	Mhon_020585
ko05204	Mhon_020585
ko04010	Mhon_020587
ko04360	Mhon_020605
ko04974	Mhon_020608
ko04978	Mhon_020608
ko00531	Mhon_020613
ko01100	Mhon_020613
ko04142	Mhon_020613
ko04014	Mhon_020625
ko04015	Mhon_020625
ko04016	Mhon_020625
ko04020	Mhon_020625
ko04022	Mhon_020625
ko04024	Mhon_020625
ko04070	Mhon_020625
ko04114	Mhon_020625
ko04218	Mhon_020625
ko04261	Mhon_020625
ko04270	Mhon_020625
ko04371	Mhon_020625
ko04626	Mhon_020625
ko04713	Mhon_020625
ko04720	Mhon_020625
ko04722	Mhon_020625
ko04728	Mhon_020625
ko04740	Mhon_020625
ko04744	Mhon_020625
ko04745	Mhon_020625
ko04750	Mhon_020625
ko04910	Mhon_020625
ko04912	Mhon_020625
ko04915	Mhon_020625
ko04916	Mhon_020625
ko04921	Mhon_020625
ko04922	Mhon_020625
ko04924	Mhon_020625
ko04925	Mhon_020625
ko04970	Mhon_020625
ko04971	Mhon_020625
ko05010	Mhon_020625
ko05031	Mhon_020625
ko05034	Mhon_020625
ko05133	Mhon_020625
ko05152	Mhon_020625
ko05167	Mhon_020625
ko05200	Mhon_020625
ko05214	Mhon_020625
ko05418	Mhon_020625
ko04068	Mhon_020646
ko04110	Mhon_020646
ko04114	Mhon_020646
ko04115	Mhon_020646
ko04218	Mhon_020646
ko04914	Mhon_020646
ko05166	Mhon_020646
ko00270	Mhon_020651
ko00480	Mhon_020651
ko01100	Mhon_020651
ko04216	Mhon_020651
ko00600	Mhon_020652
ko01100	Mhon_020652
ko04150	Mhon_020675
ko03008	Mhon_020680
ko04064	Mhon_020680
ko04137	Mhon_020680
ko04139	Mhon_020680
ko04310	Mhon_020680
ko04520	Mhon_020680
ko04712	Mhon_020680
ko05162	Mhon_020680
ko05168	Mhon_020680
ko05169	Mhon_020680
ko03050	Mhon_020683
ko05169	Mhon_020683
ko04550	Mhon_020685
ko00730	Mhon_020689
ko01100	Mhon_020689
ko03010	Mhon_020691
ko00620	Mhon_020692
ko04217	Mhon_020707
ko04621	Mhon_020707
ko00190	Mhon_020709
ko01100	Mhon_020709
ko04260	Mhon_020709
ko04714	Mhon_020709
ko04932	Mhon_020709
ko05010	Mhon_020709
ko05012	Mhon_020709
ko05016	Mhon_020709
ko04144	Mhon_020711
ko04624	Mhon_020714
ko05205	Mhon_020714
ko03010	Mhon_020723
ko04974	Mhon_020727
ko04978	Mhon_020727
ko04145	Mhon_020730
ko04962	Mhon_020730
ko05132	Mhon_020730
ko04145	Mhon_020733
ko04962	Mhon_020733
ko05132	Mhon_020733
ko00260	Mhon_020751
ko00630	Mhon_020751
ko01100	Mhon_020751
ko01110	Mhon_020751
ko01130	Mhon_020751
ko01200	Mhon_020751
ko00330	Mhon_020755
ko01100	Mhon_020755
ko00330	Mhon_020756
ko01100	Mhon_020756
ko03030	Mhon_020765
ko03420	Mhon_020765
ko03430	Mhon_020765
ko03440	Mhon_020765
ko03460	Mhon_020765
ko04390	Mhon_020766
ko04391	Mhon_020766
ko04392	Mhon_020766
ko04530	Mhon_020766
ko04140	Mhon_020768
ko04152	Mhon_020768
ko04211	Mhon_020768
ko04920	Mhon_020768
ko04921	Mhon_020768
ko05034	Mhon_020768
ko03040	Mhon_020828
ko00760	Mhon_020840
ko01100	Mhon_020840
ko04621	Mhon_020847
ko04970	Mhon_020850
ko04970	Mhon_020851
ko04970	Mhon_020852
ko04013	Mhon_020856
ko04110	Mhon_020856
ko04114	Mhon_020856
ko04151	Mhon_020856
ko04212	Mhon_020856
ko04390	Mhon_020856
ko04391	Mhon_020856
ko05161	Mhon_020856
ko05169	Mhon_020856
ko05203	Mhon_020856
ko04011	Mhon_020857
ko04013	Mhon_020857
ko04110	Mhon_020857
ko04114	Mhon_020857
ko04151	Mhon_020857
ko04212	Mhon_020857
ko04390	Mhon_020857
ko04391	Mhon_020857
ko04722	Mhon_020857
ko05161	Mhon_020857
ko05169	Mhon_020857
ko05203	Mhon_020857
ko04011	Mhon_020861
ko04013	Mhon_020861
ko04110	Mhon_020861
ko04114	Mhon_020861
ko04151	Mhon_020861
ko04212	Mhon_020861
ko04390	Mhon_020861
ko04391	Mhon_020861
ko04722	Mhon_020861
ko05161	Mhon_020861
ko05169	Mhon_020861
ko05203	Mhon_020861
ko04013	Mhon_020862
ko04110	Mhon_020862
ko04114	Mhon_020862
ko04151	Mhon_020862
ko04212	Mhon_020862
ko04390	Mhon_020862
ko04391	Mhon_020862
ko05161	Mhon_020862
ko05169	Mhon_020862
ko05203	Mhon_020862
ko00480	Mhon_020867
ko00980	Mhon_020867
ko00982	Mhon_020867
ko04146	Mhon_020867
ko05204	Mhon_020867
ko00480	Mhon_020870
ko00980	Mhon_020870
ko00982	Mhon_020870
ko04146	Mhon_020870
ko05204	Mhon_020870
ko00430	Mhon_020880
ko00460	Mhon_020880
ko00480	Mhon_020880
ko00590	Mhon_020880
ko01100	Mhon_020880
ko00430	Mhon_020881
ko00460	Mhon_020881
ko00480	Mhon_020881
ko00590	Mhon_020881
ko01100	Mhon_020881
ko00430	Mhon_020884
ko00460	Mhon_020884
ko00480	Mhon_020884
ko00590	Mhon_020884
ko01100	Mhon_020884
ko00430	Mhon_020886
ko00460	Mhon_020886
ko00480	Mhon_020886
ko00590	Mhon_020886
ko01100	Mhon_020886
ko04115	Mhon_020890
ko03320	Mhon_020891
ko00140	Mhon_020895
