KOG	Genes
P	Mhon_018178
T	Mhon_018178
P	Mhon_018180
T	Mhon_018180
G	Mhon_018203
U	Mhon_018207
U	Mhon_018208
P	Mhon_018209
S	Mhon_018213
T	Mhon_018215
S	Mhon_018216
L	Mhon_018219
O	Mhon_018220
Q	Mhon_018221
D	Mhon_018222
L	Mhon_018225
T	Mhon_018226
L	Mhon_018227
O	Mhon_018230
O	Mhon_018231
E	Mhon_018240
S	Mhon_018241
S	Mhon_018242
S	Mhon_018246
K	Mhon_018248
T	Mhon_018249
T	Mhon_018251
D	Mhon_018252
Z	Mhon_018252
G	Mhon_018254
V	Mhon_018268
V	Mhon_018269
A	Mhon_018277
P	Mhon_018281
T	Mhon_018281
P	Mhon_018292
T	Mhon_018292
S	Mhon_018293
U	Mhon_018299
Y	Mhon_018299
T	Mhon_018300
U	Mhon_018302
Y	Mhon_018302
S	Mhon_018304
E	Mhon_018309
E	Mhon_018311
E	Mhon_018313
S	Mhon_018330
S	Mhon_018332
S	Mhon_018339
P	Mhon_018341
Z	Mhon_018351
K	Mhon_018353
K	Mhon_018355
T	Mhon_018371
T	Mhon_018372
W	Mhon_018376
I	Mhon_018380
G	Mhon_018385
G	Mhon_018386
G	Mhon_018387
O	Mhon_018389
U	Mhon_018399
C	Mhon_018405
E	Mhon_018405
T	Mhon_018408
T	Mhon_018410
S	Mhon_018411
I	Mhon_018413
S	Mhon_018415
S	Mhon_018425
B	Mhon_018428
G	Mhon_018431
M	Mhon_018431
J	Mhon_018432
K	Mhon_018433
G	Mhon_018434
T	Mhon_018435
T	Mhon_018436
S	Mhon_018437
S	Mhon_018439
G	Mhon_018440
S	Mhon_018448
T	Mhon_018452
M	Mhon_018456
M	Mhon_018457
M	Mhon_018458
O	Mhon_018459
U	Mhon_018461
O	Mhon_018464
S	Mhon_018465
S	Mhon_018466
A	Mhon_018467
S	Mhon_018469
F	Mhon_018470
A	Mhon_018471
J	Mhon_018472
S	Mhon_018473
W	Mhon_018492
T	Mhon_018500
T	Mhon_018501
W	Mhon_018512
M	Mhon_018534
L	Mhon_018537
T	Mhon_018539
S	Mhon_018540
H	Mhon_018544
P	Mhon_018545
S	Mhon_018547
Z	Mhon_018549
C	Mhon_018552
Z	Mhon_018555
Z	Mhon_018558
Z	Mhon_018559
Z	Mhon_018563
Z	Mhon_018566
Z	Mhon_018568
Z	Mhon_018569
Z	Mhon_018570
Z	Mhon_018571
Z	Mhon_018572
G	Mhon_018577
G	Mhon_018580
M	Mhon_018581
U	Mhon_018585
U	Mhon_018586
A	Mhon_018594
S	Mhon_018595
C	Mhon_018618
P	Mhon_018619
V	Mhon_018622
U	Mhon_018623
T	Mhon_018632
K	Mhon_018635
Q	Mhon_018651
V	Mhon_018654
Q	Mhon_018660
K	Mhon_018661
K	Mhon_018662
Q	Mhon_018670
P	Mhon_018671
P	Mhon_018672
S	Mhon_018678
S	Mhon_018679
V	Mhon_018680
S	Mhon_018681
S	Mhon_018682
D	Mhon_018685
D	Mhon_018686
T	Mhon_018719
I	Mhon_018721
Q	Mhon_018721
O	Mhon_018723
O	Mhon_018724
A	Mhon_018726
A	Mhon_018727
O	Mhon_018729
Z	Mhon_018735
Z	Mhon_018736
Z	Mhon_018737
T	Mhon_018743
J	Mhon_018744
J	Mhon_018745
T	Mhon_018747
T	Mhon_018749
T	Mhon_018750
P	Mhon_018761
P	Mhon_018762
S	Mhon_018763
P	Mhon_018764
S	Mhon_018766
P	Mhon_018767
T	Mhon_018768
G	Mhon_018769
K	Mhon_018770
S	Mhon_018771
S	Mhon_018772
M	Mhon_018781
M	Mhon_018784
H	Mhon_018788
H	Mhon_018789
C	Mhon_018790
C	Mhon_018791
C	Mhon_018792
C	Mhon_018793
C	Mhon_018794
C	Mhon_018795
I	Mhon_018796
K	Mhon_018797
I	Mhon_018798
K	Mhon_018799
S	Mhon_018837
L	Mhon_018838
S	Mhon_018842
L	Mhon_018843
L	Mhon_018845
T	Mhon_018846
T	Mhon_018847
U	Mhon_018848
U	Mhon_018850
S	Mhon_018852
G	Mhon_018862
G	Mhon_018863
I	Mhon_018864
Q	Mhon_018864
I	Mhon_018867
Q	Mhon_018867
I	Mhon_018878
Q	Mhon_018878
I	Mhon_018879
I	Mhon_018880
Q	Mhon_018880
I	Mhon_018881
K	Mhon_018882
K	Mhon_018884
Z	Mhon_018885
T	Mhon_018886
Z	Mhon_018887
T	Mhon_018888
K	Mhon_018890
K	Mhon_018891
Z	Mhon_018892
Z	Mhon_018893
K	Mhon_018896
K	Mhon_018898
C	Mhon_018904
D	Mhon_018910
O	Mhon_018915
A	Mhon_018917
A	Mhon_018919
O	Mhon_018924
Q	Mhon_018934
K	Mhon_018935
S	Mhon_018936
D	Mhon_018939
O	Mhon_018939
F	Mhon_018942
I	Mhon_018943
F	Mhon_018945
F	Mhon_018946
S	Mhon_018949
S	Mhon_018951
S	Mhon_018962
K	Mhon_018964
S	Mhon_018966
K	Mhon_018968
O	Mhon_018970
O	Mhon_018971
O	Mhon_018972
U	Mhon_018972
O	Mhon_018973
O	Mhon_018975
L	Mhon_018976
L	Mhon_018977
T	Mhon_018982
L	Mhon_018984
L	Mhon_018985
B	Mhon_018990
D	Mhon_018990
L	Mhon_018990
T	Mhon_018990
B	Mhon_018991
D	Mhon_018991
L	Mhon_018991
T	Mhon_018991
B	Mhon_018992
D	Mhon_018992
L	Mhon_018992
T	Mhon_018992
B	Mhon_018993
D	Mhon_018993
L	Mhon_018993
T	Mhon_018993
B	Mhon_018994
D	Mhon_018994
L	Mhon_018994
T	Mhon_018994
A	Mhon_019006
S	Mhon_019019
S	Mhon_019020
S	Mhon_019023
S	Mhon_019024
Q	Mhon_019044
Q	Mhon_019054
I	Mhon_019074
T	Mhon_019075
I	Mhon_019076
T	Mhon_019077
S	Mhon_019091
G	Mhon_019100
Q	Mhon_019103
Q	Mhon_019105
E	Mhon_019109
E	Mhon_019110
Z	Mhon_019112
Z	Mhon_019114
Z	Mhon_019115
Z	Mhon_019117
C	Mhon_019125
C	Mhon_019127
I	Mhon_019129
I	Mhon_019130
T	Mhon_019131
S	Mhon_019132
Z	Mhon_019133
J	Mhon_019134
A	Mhon_019136
J	Mhon_019139
P	Mhon_019140
P	Mhon_019141
Q	Mhon_019145
Q	Mhon_019147
S	Mhon_019149
U	Mhon_019150
T	Mhon_019152
S	Mhon_019154
S	Mhon_019156
J	Mhon_019162
U	Mhon_019163
S	Mhon_019164
J	Mhon_019167
U	Mhon_019168
S	Mhon_019169
S	Mhon_019184
S	Mhon_019185
S	Mhon_019187
S	Mhon_019188
S	Mhon_019190
S	Mhon_019192
P	Mhon_019201
P	Mhon_019205
T	Mhon_019209
T	Mhon_019213
J	Mhon_019216
J	Mhon_019217
T	Mhon_019219
T	Mhon_019221
K	Mhon_019222
C	Mhon_019223
C	Mhon_019224
U	Mhon_019230
U	Mhon_019237
U	Mhon_019238
S	Mhon_019247
T	Mhon_019249
T	Mhon_019254
Z	Mhon_019278
Z	Mhon_019279
Z	Mhon_019280
Z	Mhon_019282
J	Mhon_019284
S	Mhon_019285
S	Mhon_019290
U	Mhon_019291
S	Mhon_019296
U	Mhon_019297
U	Mhon_019298
U	Mhon_019299
U	Mhon_019300
S	Mhon_019301
Q	Mhon_019303
S	Mhon_019304
Q	Mhon_019306
T	Mhon_019308
S	Mhon_019313
S	Mhon_019319
S	Mhon_019320
O	Mhon_019321
S	Mhon_019322
S	Mhon_019323
O	Mhon_019324
S	Mhon_019325
O	Mhon_019326
O	Mhon_019327
O	Mhon_019330
O	Mhon_019333
T	Mhon_019334
T	Mhon_019335
S	Mhon_019339
Q	Mhon_019340
K	Mhon_019341
S	Mhon_019343
M	Mhon_019350
L	Mhon_019352
S	Mhon_019353
J	Mhon_019360
O	Mhon_019361
T	Mhon_019361
S	Mhon_019362
J	Mhon_019363
A	Mhon_019368
S	Mhon_019371
S	Mhon_019374
T	Mhon_019376
E	Mhon_019379
E	Mhon_019380
I	Mhon_019381
K	Mhon_019382
C	Mhon_019383
I	Mhon_019384
K	Mhon_019385
K	Mhon_019390
D	Mhon_019394
O	Mhon_019395
T	Mhon_019395
S	Mhon_019397
G	Mhon_019398
E	Mhon_019401
G	Mhon_019405
C	Mhon_019407
P	Mhon_019408
Q	Mhon_019410
Q	Mhon_019411
Q	Mhon_019413
O	Mhon_019414
T	Mhon_019429
S	Mhon_019433
S	Mhon_019434
T	Mhon_019442
Z	Mhon_019442
S	Mhon_019445
T	Mhon_019448
S	Mhon_019450
T	Mhon_019456
T	Mhon_019457
P	Mhon_019460
I	Mhon_019461
I	Mhon_019463
O	Mhon_019464
K	Mhon_019465
S	Mhon_019467
P	Mhon_019470
P	Mhon_019472
S	Mhon_019473
G	Mhon_019475
S	Mhon_019476
G	Mhon_019478
G	Mhon_019479
T	Mhon_019483
O	Mhon_019484
L	Mhon_019485
P	Mhon_019486
P	Mhon_019487
S	Mhon_019488
S	Mhon_019489
Q	Mhon_019490
O	Mhon_019491
T	Mhon_019493
K	Mhon_019497
K	Mhon_019500
L	Mhon_019500
U	Mhon_019501
S	Mhon_019503
S	Mhon_019505
Q	Mhon_019509
E	Mhon_019510
T	Mhon_019511
T	Mhon_019512
S	Mhon_019513
S	Mhon_019514
S	Mhon_019515
S	Mhon_019521
S	Mhon_019522
O	Mhon_019523
S	Mhon_019524
S	Mhon_019526
Z	Mhon_019527
P	Mhon_019530
P	Mhon_019531
P	Mhon_019532
P	Mhon_019533
P	Mhon_019534
G	Mhon_019538
E	Mhon_019539
J	Mhon_019539
T	Mhon_019540
O	Mhon_019542
C	Mhon_019548
O	Mhon_019551
G	Mhon_019554
M	Mhon_019558
D	Mhon_019565
D	Mhon_019566
S	Mhon_019568
T	Mhon_019574
Z	Mhon_019574
K	Mhon_019575
Q	Mhon_019576
S	Mhon_019577
G	Mhon_019582
H	Mhon_019583
O	Mhon_019594
T	Mhon_019594
E	Mhon_019606
E	Mhon_019608
I	Mhon_019611
I	Mhon_019613
I	Mhon_019614
I	Mhon_019618
Q	Mhon_019618
T	Mhon_019619
S	Mhon_019620
S	Mhon_019621
S	Mhon_019622
E	Mhon_019623
S	Mhon_019624
O	Mhon_019625
S	Mhon_019626
O	Mhon_019627
O	Mhon_019630
S	Mhon_019632
B	Mhon_019634
K	Mhon_019634
T	Mhon_019636
C	Mhon_019637
Q	Mhon_019638
C	Mhon_019641
S	Mhon_019644
P	Mhon_019645
F	Mhon_019648
F	Mhon_019650
F	Mhon_019651
K	Mhon_019653
K	Mhon_019656
K	Mhon_019659
G	Mhon_019660
S	Mhon_019661
E	Mhon_019662
K	Mhon_019663
S	Mhon_019664
O	Mhon_019665
K	Mhon_019667
O	Mhon_019669
T	Mhon_019670
S	Mhon_019671
A	Mhon_019672
S	Mhon_019673
K	Mhon_019675
S	Mhon_019677
S	Mhon_019678
S	Mhon_019679
D	Mhon_019681
P	Mhon_019682
I	Mhon_019686
S	Mhon_019693
O	Mhon_019694
T	Mhon_019695
G	Mhon_019696
T	Mhon_019697
C	Mhon_019701
N	Mhon_019702
U	Mhon_019702
K	Mhon_019705
G	Mhon_019706
M	Mhon_019707
O	Mhon_019707
K	Mhon_019708
E	Mhon_019710
T	Mhon_019711
A	Mhon_019712
L	Mhon_019715
S	Mhon_019717
J	Mhon_019718
H	Mhon_019721
L	Mhon_019722
O	Mhon_019725
O	Mhon_019730
S	Mhon_019731
S	Mhon_019732
S	Mhon_019734
K	Mhon_019735
S	Mhon_019737
S	Mhon_019740
E	Mhon_019752
C	Mhon_019753
T	Mhon_019754
P	Mhon_019760
T	Mhon_019760
P	Mhon_019761
T	Mhon_019761
G	Mhon_019762
O	Mhon_019763
P	Mhon_019765
O	Mhon_019767
S	Mhon_019772
C	Mhon_019773
U	Mhon_019787
A	Mhon_019790
S	Mhon_019792
T	Mhon_019794
S	Mhon_019795
K	Mhon_019796
K	Mhon_019797
O	Mhon_019798
M	Mhon_019800
V	Mhon_019800
T	Mhon_019801
T	Mhon_019804
C	Mhon_019805
T	Mhon_019806
E	Mhon_019807
E	Mhon_019808
E	Mhon_019809
S	Mhon_019811
S	Mhon_019812
U	Mhon_019813
C	Mhon_019814
U	Mhon_019817
E	Mhon_019818
T	Mhon_019820
S	Mhon_019821
F	Mhon_019824
K	Mhon_019825
K	Mhon_019828
K	Mhon_019831
G	Mhon_019833
G	Mhon_019834
P	Mhon_019837
S	Mhon_019838
S	Mhon_019839
K	Mhon_019840
K	Mhon_019841
S	Mhon_019842
S	Mhon_019843
S	Mhon_019845
J	Mhon_019846
C	Mhon_019853
J	Mhon_019854
K	Mhon_019857
S	Mhon_019859
S	Mhon_019860
S	Mhon_019861
T	Mhon_019862
S	Mhon_019864
G	Mhon_019865
S	Mhon_019867
O	Mhon_019870
E	Mhon_019871
E	Mhon_019874
S	Mhon_019875
K	Mhon_019876
J	Mhon_019877
U	Mhon_019878
U	Mhon_019879
K	Mhon_019880
W	Mhon_019882
E	Mhon_019883
S	Mhon_019886
T	Mhon_019889
T	Mhon_019890
S	Mhon_019900
S	Mhon_019904
G	Mhon_019906
T	Mhon_019907
T	Mhon_019909
G	Mhon_019910
K	Mhon_019911
S	Mhon_019912
S	Mhon_019913
K	Mhon_019916
K	Mhon_019920
P	Mhon_019922
T	Mhon_019923
P	Mhon_019925
E	Mhon_019926
E	Mhon_019927
K	Mhon_019933
S	Mhon_019935
D	Mhon_019936
J	Mhon_019937
S	Mhon_019938
V	Mhon_019939
T	Mhon_019940
T	Mhon_019952
S	Mhon_019953
S	Mhon_019957
E	Mhon_019959
E	Mhon_019960
K	Mhon_019961
L	Mhon_019961
O	Mhon_019961
E	Mhon_019962
P	Mhon_019965
L	Mhon_019976
G	Mhon_019977
D	Mhon_019978
O	Mhon_019979
S	Mhon_019981
S	Mhon_019982
S	Mhon_019983
E	Mhon_019987
E	Mhon_019988
Q	Mhon_019992
A	Mhon_019993
S	Mhon_019994
Z	Mhon_019995
Q	Mhon_019996
S	Mhon_019998
T	Mhon_019999
S	Mhon_020000
O	Mhon_020001
U	Mhon_020002
S	Mhon_020004
K	Mhon_020005
E	Mhon_020006
A	Mhon_020008
J	Mhon_020008
L	Mhon_020009
Q	Mhon_020011
S	Mhon_020012
S	Mhon_020013
Z	Mhon_020014
S	Mhon_020015
S	Mhon_020019
U	Mhon_020025
S	Mhon_020026
M	Mhon_020027
T	Mhon_020028
U	Mhon_020029
Y	Mhon_020029
S	Mhon_020030
K	Mhon_020031
P	Mhon_020033
P	Mhon_020034
I	Mhon_020035
B	Mhon_020036
I	Mhon_020036
T	Mhon_020037
O	Mhon_020038
I	Mhon_020039
K	Mhon_020040
O	Mhon_020041
Q	Mhon_020044
C	Mhon_020045
G	Mhon_020047
S	Mhon_020048
G	Mhon_020049
S	Mhon_020050
O	Mhon_020066
O	Mhon_020067
U	Mhon_020068
Y	Mhon_020068
U	Mhon_020069
T	Mhon_020071
S	Mhon_020073
T	Mhon_020074
C	Mhon_020075
P	Mhon_020077
P	Mhon_020078
S	Mhon_020081
K	Mhon_020091
I	Mhon_020096
S	Mhon_020097
S	Mhon_020098
S	Mhon_020099
P	Mhon_020100
P	Mhon_020101
K	Mhon_020102
S	Mhon_020131
S	Mhon_020142
O	Mhon_020143
L	Mhon_020144
A	Mhon_020145
T	Mhon_020146
I	Mhon_020148
P	Mhon_020149
S	Mhon_020151
S	Mhon_020152
M	Mhon_020153
O	Mhon_020154
A	Mhon_020155
A	Mhon_020156
A	Mhon_020157
O	Mhon_020158
S	Mhon_020160
A	Mhon_020161
L	Mhon_020162
A	Mhon_020163
A	Mhon_020164
J	Mhon_020166
K	Mhon_020166
L	Mhon_020166
U	Mhon_020167
S	Mhon_020168
G	Mhon_020170
C	Mhon_020171
O	Mhon_020172
L	Mhon_020173
T	Mhon_020174
U	Mhon_020174
S	Mhon_020175
S	Mhon_020177
D	Mhon_020178
A	Mhon_020180
S	Mhon_020191
G	Mhon_020195
S	Mhon_020206
G	Mhon_020209
G	Mhon_020211
E	Mhon_020212
E	Mhon_020213
E	Mhon_020216
Q	Mhon_020225
Q	Mhon_020227
Q	Mhon_020229
S	Mhon_020231
S	Mhon_020233
S	Mhon_020235
E	Mhon_020236
S	Mhon_020239
S	Mhon_020266
T	Mhon_020271
O	Mhon_020272
T	Mhon_020273
T	Mhon_020274
T	Mhon_020275
Z	Mhon_020275
A	Mhon_020276
T	Mhon_020277
K	Mhon_020281
L	Mhon_020281
T	Mhon_020281
T	Mhon_020285
T	Mhon_020288
O	Mhon_020298
S	Mhon_020299
E	Mhon_020300
T	Mhon_020301
T	Mhon_020302
S	Mhon_020306
O	Mhon_020307
M	Mhon_020309
O	Mhon_020309
U	Mhon_020309
O	Mhon_020310
L	Mhon_020311
U	Mhon_020312
S	Mhon_020315
K	Mhon_020319
O	Mhon_020321
O	Mhon_020324
O	Mhon_020328
T	Mhon_020336
T	Mhon_020340
S	Mhon_020344
O	Mhon_020345
I	Mhon_020347
T	Mhon_020348
O	Mhon_020349
K	Mhon_020350
S	Mhon_020351
M	Mhon_020352
S	Mhon_020354
G	Mhon_020359
M	Mhon_020359
A	Mhon_020360
I	Mhon_020365
L	Mhon_020366
L	Mhon_020368
K	Mhon_020370
K	Mhon_020375
S	Mhon_020376
L	Mhon_020377
M	Mhon_020390
O	Mhon_020391
O	Mhon_020395
S	Mhon_020398
P	Mhon_020400
T	Mhon_020400
A	Mhon_020401
S	Mhon_020402
E	Mhon_020403
O	Mhon_020405
K	Mhon_020407
S	Mhon_020408
P	Mhon_020411
L	Mhon_020412
O	Mhon_020413
B	Mhon_020416
D	Mhon_020416
O	Mhon_020418
Q	Mhon_020420
Q	Mhon_020421
O	Mhon_020422
K	Mhon_020423
I	Mhon_020424
O	Mhon_020425
O	Mhon_020428
S	Mhon_020431
S	Mhon_020432
S	Mhon_020433
S	Mhon_020444
S	Mhon_020445
S	Mhon_020446
S	Mhon_020447
Q	Mhon_020448
T	Mhon_020450
S	Mhon_020451
T	Mhon_020453
A	Mhon_020454
S	Mhon_020457
S	Mhon_020458
Q	Mhon_020461
S	Mhon_020463
S	Mhon_020464
S	Mhon_020473
S	Mhon_020478
S	Mhon_020484
T	Mhon_020485
S	Mhon_020486
D	Mhon_020489
D	Mhon_020490
W	Mhon_020491
O	Mhon_020494
S	Mhon_020496
V	Mhon_020498
V	Mhon_020499
V	Mhon_020500
S	Mhon_020503
S	Mhon_020506
K	Mhon_020507
A	Mhon_020508
A	Mhon_020509
O	Mhon_020511
A	Mhon_020512
S	Mhon_020514
D	Mhon_020515
I	Mhon_020517
O	Mhon_020518
T	Mhon_020524
S	Mhon_020525
S	Mhon_020527
E	Mhon_020528
G	Mhon_020528
S	Mhon_020530
T	Mhon_020531
S	Mhon_020532
S	Mhon_020533
S	Mhon_020534
K	Mhon_020539
D	Mhon_020540
V	Mhon_020541
S	Mhon_020542
J	Mhon_020543
Z	Mhon_020544
O	Mhon_020547
C	Mhon_020548
S	Mhon_020549
T	Mhon_020550
U	Mhon_020550
T	Mhon_020551
T	Mhon_020553
U	Mhon_020554
O	Mhon_020556
B	Mhon_020558
F	Mhon_020559
P	Mhon_020559
F	Mhon_020560
P	Mhon_020560
P	Mhon_020561
S	Mhon_020562
B	Mhon_020563
B	Mhon_020564
P	Mhon_020566
T	Mhon_020569
P	Mhon_020574
F	Mhon_020575
P	Mhon_020575
Z	Mhon_020576
S	Mhon_020577
W	Mhon_020579
T	Mhon_020580
O	Mhon_020581
M	Mhon_020582
Q	Mhon_020585
V	Mhon_020587
Q	Mhon_020589
P	Mhon_020605
T	Mhon_020605
P	Mhon_020607
P	Mhon_020608
S	Mhon_020609
P	Mhon_020613
K	Mhon_020614
A	Mhon_020619
Q	Mhon_020622
T	Mhon_020625
S	Mhon_020630
S	Mhon_020633
S	Mhon_020634
C	Mhon_020635
S	Mhon_020641
S	Mhon_020645
D	Mhon_020646
S	Mhon_020647
S	Mhon_020648
Q	Mhon_020651
S	Mhon_020652
I	Mhon_020654
S	Mhon_020655
O	Mhon_020658
G	Mhon_020659
S	Mhon_020660
S	Mhon_020661
S	Mhon_020663
S	Mhon_020664
S	Mhon_020665
I	Mhon_020675
S	Mhon_020677
T	Mhon_020678
S	Mhon_020679
T	Mhon_020680
K	Mhon_020681
O	Mhon_020683
K	Mhon_020685
S	Mhon_020689
S	Mhon_020690
J	Mhon_020691
C	Mhon_020692
S	Mhon_020694
S	Mhon_020695
D	Mhon_020705
O	Mhon_020707
S	Mhon_020708
C	Mhon_020709
U	Mhon_020710
U	Mhon_020711
I	Mhon_020714
J	Mhon_020723
T	Mhon_020724
S	Mhon_020726
T	Mhon_020727
I	Mhon_020728
U	Mhon_020729
N	Mhon_020730
N	Mhon_020733
T	Mhon_020749
S	Mhon_020750
E	Mhon_020751
B	Mhon_020752
K	Mhon_020752
S	Mhon_020753
P	Mhon_020754
E	Mhon_020755
E	Mhon_020756
S	Mhon_020763
L	Mhon_020765
S	Mhon_020766
O	Mhon_020767
T	Mhon_020768
S	Mhon_020769
L	Mhon_020789
A	Mhon_020818
T	Mhon_020827
A	Mhon_020828
U	Mhon_020829
K	Mhon_020831
U	Mhon_020838
A	Mhon_020839
F	Mhon_020840
Z	Mhon_020841
T	Mhon_020842
T	Mhon_020843
T	Mhon_020844
T	Mhon_020845
O	Mhon_020846
E	Mhon_020847
T	Mhon_020849
O	Mhon_020850
T	Mhon_020851
U	Mhon_020852
S	Mhon_020853
C	Mhon_020854
O	Mhon_020856
O	Mhon_020857
C	Mhon_020858
S	Mhon_020859
S	Mhon_020860
O	Mhon_020861
O	Mhon_020862
H	Mhon_020867
I	Mhon_020869
H	Mhon_020870
E	Mhon_020880
E	Mhon_020881
E	Mhon_020884
E	Mhon_020886
S	Mhon_020887
S	Mhon_020888
P	Mhon_020889
T	Mhon_020890
H	Mhon_020891
B	Mhon_020894
E	Mhon_020895
I	Mhon_020895
S	Mhon_020897
Z	Mhon_020898
S	Mhon_020899
E	Mhon_020900
I	Mhon_020901
M	Mhon_020901
Z	Mhon_020902
L	Mhon_020906
G	Mhon_020907
S	Mhon_020908
G	Mhon_020910
G	Mhon_020911
G	Mhon_020912
J	Mhon_020916
O	Mhon_020917
O	Mhon_020918
J	Mhon_020919
Z	Mhon_020921
S	Mhon_020923
B	Mhon_020927
U	Mhon_020928
O	Mhon_020929
O	Mhon_020930
T	Mhon_020931
O	Mhon_020936
G	Mhon_020940
L	Mhon_020943
L	Mhon_020955
S	Mhon_020956
L	Mhon_020964
O	Mhon_020967
P	Mhon_020968
K	Mhon_020970
K	Mhon_020972
E	Mhon_020974
E	Mhon_020975
S	Mhon_020977
O	Mhon_020978
U	Mhon_020981
S	Mhon_020982
E	Mhon_020983
K	Mhon_020984
J	Mhon_020986
S	Mhon_020989
J	Mhon_020991
F	Mhon_020992
I	Mhon_020994
T	Mhon_020995
G	Mhon_020997
K	Mhon_020999
K	Mhon_021002
K	Mhon_021003
U	Mhon_021004
K	Mhon_021007
P	Mhon_021015
S	Mhon_021016
U	Mhon_021017
J	Mhon_021018
Z	Mhon_021019
S	Mhon_021021
T	Mhon_021022
O	Mhon_021025
J	Mhon_021026
U	Mhon_021028
S	Mhon_021029
T	Mhon_021031
K	Mhon_021032
O	Mhon_021035
T	Mhon_021036
K	Mhon_021037
S	Mhon_021040
A	Mhon_021041
B	Mhon_021042
T	Mhon_021043
T	Mhon_021045
U	Mhon_021045
S	Mhon_021048
P	Mhon_021051
E	Mhon_021052
G	Mhon_021052
S	Mhon_021054
U	Mhon_021055
S	Mhon_021056
K	Mhon_021057
S	Mhon_021060
T	Mhon_021061
T	Mhon_021063
O	Mhon_021064
P	Mhon_021064
T	Mhon_021071
T	Mhon_021075
D	Mhon_021076
L	Mhon_021076
U	Mhon_021077
J	Mhon_021079
K	Mhon_021080
T	Mhon_021080
W	Mhon_021081
K	Mhon_021082
T	Mhon_021082
S	Mhon_021083
Q	Mhon_021084
I	Mhon_021085
I	Mhon_021088
I	Mhon_021089
G	Mhon_021090
G	Mhon_021091
S	Mhon_021092
U	Mhon_021093
J	Mhon_021094
P	Mhon_021095
S	Mhon_021099
O	Mhon_021102
S	Mhon_021104
S	Mhon_021107
A	Mhon_021108
B	Mhon_021112
D	Mhon_021112
L	Mhon_021112
T	Mhon_021112
S	Mhon_021117
T	Mhon_021119
T	Mhon_021123
L	Mhon_021127
S	Mhon_021128
S	Mhon_021129
A	Mhon_021130
U	Mhon_021131
L	Mhon_021132
S	Mhon_021133
O	Mhon_021135
E	Mhon_021137
D	Mhon_021139
Z	Mhon_021139
O	Mhon_021141
T	Mhon_021141
O	Mhon_021142
T	Mhon_021142
K	Mhon_021143
I	Mhon_021144
M	Mhon_021144
O	Mhon_021144
F	Mhon_021146
Q	Mhon_021147
L	Mhon_021149
J	Mhon_021153
S	Mhon_021154
P	Mhon_021158
O	Mhon_021175
T	Mhon_021176
J	Mhon_021177
S	Mhon_021179
K	Mhon_021189
G	Mhon_021195
S	Mhon_021196
J	Mhon_021198
T	Mhon_021212
S	Mhon_021214
U	Mhon_021215
P	Mhon_021216
T	Mhon_021216
T	Mhon_021218
Z	Mhon_021221
Z	Mhon_021223
Z	Mhon_021224
S	Mhon_021225
E	Mhon_021226
K	Mhon_021228
S	Mhon_021231
S	Mhon_021232
S	Mhon_021233
B	Mhon_021234
T	Mhon_021234
S	Mhon_021235
O	Mhon_021237
S	Mhon_021239
T	Mhon_021241
S	Mhon_021242
D	Mhon_021244
Z	Mhon_021244
L	Mhon_021245
T	Mhon_021246
T	Mhon_021247
T	Mhon_021248
S	Mhon_021249
S	Mhon_021250
U	Mhon_021252
U	Mhon_021253
S	Mhon_021256
T	Mhon_021257
S	Mhon_021258
K	Mhon_021262
S	Mhon_021265
I	Mhon_021266
Q	Mhon_021268
T	Mhon_021282
U	Mhon_021282
M	Mhon_021283
O	Mhon_021291
D	Mhon_021303
T	Mhon_021304
T	Mhon_021305
O	Mhon_021311
O	Mhon_021312
O	Mhon_021313
S	Mhon_021314
S	Mhon_021315
T	Mhon_021318
K	Mhon_021331
S	Mhon_021332
J	Mhon_021333
P	Mhon_021335
J	Mhon_021336
E	Mhon_021347
G	Mhon_021351
Q	Mhon_021352
H	Mhon_021365
L	Mhon_021367
I	Mhon_021374
S	Mhon_021375
J	Mhon_021376
J	Mhon_021377
A	Mhon_021378
O	Mhon_021379
W	Mhon_021380
C	Mhon_021383
L	Mhon_021386
G	Mhon_021388
M	Mhon_021388
G	Mhon_021389
M	Mhon_021389
S	Mhon_021390
L	Mhon_021392
C	Mhon_021395
E	Mhon_021396
S	Mhon_021397
T	Mhon_021398
S	Mhon_021399
T	Mhon_021401
P	Mhon_021402
D	Mhon_021404
T	Mhon_021405
I	Mhon_021406
U	Mhon_021406
P	Mhon_021408
T	Mhon_021414
S	Mhon_021418
K	Mhon_021421
S	Mhon_021422
Z	Mhon_021423
I	Mhon_021425
U	Mhon_021426
G	Mhon_021431
O	Mhon_021432
F	Mhon_021433
S	Mhon_021434
U	Mhon_021435
S	Mhon_021439
S	Mhon_021440
J	Mhon_021441
S	Mhon_021442
S	Mhon_021443
U	Mhon_021444
K	Mhon_021445
S	Mhon_021446
S	Mhon_021448
E	Mhon_021457
G	Mhon_021457
P	Mhon_021457
O	Mhon_021458
O	Mhon_021459
I	Mhon_021460
O	Mhon_021461
O	Mhon_021462
I	Mhon_021463
O	Mhon_021465
M	Mhon_021467
D	Mhon_021469
T	Mhon_021469
D	Mhon_021471
T	Mhon_021471
T	Mhon_021472
W	Mhon_021472
T	Mhon_021475
W	Mhon_021475
T	Mhon_021478
T	Mhon_021479
G	Mhon_021481
G	Mhon_021483
S	Mhon_021499
S	Mhon_021500
S	Mhon_021503
U	Mhon_021508
O	Mhon_021511
